,name,description,details,price,seller_id
0,"
            Heart Swing Heart Swing Shaker Shaker Wall Decoration Walldecoration
        ","
                    Heart Swing Shaker Wall Decoration 💗
                ","['\n\nHandmade\n', '\n\n\n\nMaterials: Epoxy, Resin\n\n\nRead the full description\n\n\n']","
Price:
                            $11.15
                        
                    ","
                yunasoracrafts
            "
1,"
            Care Bear Bear Wall Decoration Walldecoration Christmas Christmas Glow in the Dark
        ","
                    Bear Wall Decoration 💗Light night light (see photos)
                ","['\n\nHandmade\n', '\n\n\n\nMaterials: Epoxy, Resin\n\n\nRead the full description\n\n\n']","
Price:
                            $11.15
                        
                    ","
                yunasoracrafts
            "
2,"
            Sphynx Cat Crystal Moon Wall Decoration Walldecoration Glow in the Dark Night Glow
        ","
                    Sphynx wall decoration 💗Night-lit (see photos)
                ","['\n\nHandmade\n', '\n\n\n\nMaterials: Epoxy, Resin\n\n\nRead the full description\n\n\n']","
Price:
                            $13.38
                        
                    ","
                yunasoracrafts
            "
3,"
            Delicate rose petals in gold
        ",Description,[],"
                        $6.19
                    ","
                Friemelei
            "
4,"
            Red rose petals in gold
        ",Description,[],"
                        $6.19
                    ","
                Friemelei
            "
5,"
            Red rose petals in gold and heart shape
        ",Description,[],"
                        $4.96
                    ","
                Friemelei
            "
6,"
            Red and yellow rose petals in gold leaves
        ",Description,[],"
                        $4.96
                    ","
                Friemelei
            "
7,"
            Delicate rose petals in gold
        ",Description,[],"
                        $6.19
                    ","
                Friemelei
            "
8,"
            rare crown cork Pelliconi cast in epoxy resin
        ","
                    This very rare crown cork was cast in epoxy resin in a two-casting process, elaborately sanded and completed. This is a real rarity and a must-have for fans.
                ",['\n\nHandmade\n'],"
                        $8.67
                    ","
                Friemelei
            "
9,"
            rare crown cork Pelliconi cast in epoxy resin
        ","
                    This very rare crown cork was cast in epoxy resin in a two-casting process, elaborately sanded and completed. This is a real rarity and a must-have for fans.
                ",['\n\nHandmade\n'],"
                        $7.43
                    ","
                Friemelei
            "
10,"
            rare crown cork cast in epoxy resin
        ","
                    This very rare crown cork was cast in epoxy resin in a two-casting process, elaborately sanded and completed. This is a real rarity and a must-have for fans.
                ",['\n\nHandmade\n'],"
                        $7.43
                    ","
                Friemelei
            "
11,"
            rare crown cork Pelliconi cast in epoxy resin
        ","
                    This very rare crown cork was cast in epoxy resin in a two-casting process, elaborately sanded and completed. This is a real rarity and a must-have for fans.
                ",['\n\nHandmade\n'],"
                        $12.39
                    ","
                Friemelei
            "
12,"
            rare Pelliconi crown corks in epoxy resin
        ","
                    This very rare crown cork was cast in epoxy resin in a two-casting process, elaborately sanded and completed. This is a real rarity and a must-have for fans.
                ",['\n\nHandmade\n'],"
                        $12.39
                    ","
                Friemelei
            "
13,"
            rare crown cork Pelliconi in epoxy resin
        ","
                    This very rare crown cork was cast in epoxy resin in a two-casting process, elaborately sanded and completed. This is a real rarity and a must-have for fans.
                ",['\n\nHandmade\n'],"
                        $12.39
                    ","
                Friemelei
            "
14,"
            rare crown cork Pelliconi cast in epoxy resin
        ","
                    This very rare crown cork was cast in epoxy resin in a two-casting process, elaborately sanded and completed. This is a real rarity and a must-have for fans.
                ",['\n\nHandmade\n'],"
                        $12.39
                    ","
                Friemelei
            "
15,"
            Crown corks in epoxy resin
        ","
                    This very rare crown cork was cast in epoxy resin in a two-casting process, elaborately sanded and completed. This is a real rarity and a must-have for fans. These crown corks are no longer produced.
                ",['\n\nHandmade\n'],"
                        $9.91
                    ","
                Friemelei
            "
16,"
            Crown corks in epoxy resin
        ","
                    This very rare crown cork was cast in epoxy resin in a two-casting process, elaborately sanded and completed. This is a real rarity and a must-have for fans. These crown corks are no longer produced.
                ",['\n\nHandmade\n'],"
                        $6.19
                    ","
                Friemelei
            "
17,"
            Crown corks in epoxy resin
        ","
                    This very rare crown cork was cast in epoxy resin in a two-casting process, elaborately sanded and completed. This is a real rarity and a must-have for fans. These crown corks are no longer produced.
                ",['\n\nHandmade\n'],"
                        $9.91
                    ","
                Friemelei
            "
18,"
            Crown corks in epoxy resin
        ","
                    This very rare crown cork was cast in epoxy resin in a two-casting process, elaborately sanded and completed. This is a real rarity and a must-have for fans. These crown corks are no longer produced.
                ",['\n\nHandmade\n'],"
                        $9.91
                    ","
                Friemelei
            "
19,"
            Crown corks in epoxy resin
        ","
                    This very rare crown cork was cast in epoxy resin in a two-casting process, elaborately sanded and completed. This is a real rarity and a must-have for fans. These crown corks are no longer produced.
                ",['\n\nHandmade\n'],"
                        $9.91
                    ","
                Friemelei
            "
20,"
            Crown corks in resin
        ","
                    This very rare crown cork was cast in epoxy resin in a two-casting process, elaborately sanded and completed. This is a real rarity and a must-have for fans. These crown corks are no longer produced.
                ",['\n\nHandmade\n'],"
                        $9.91
                    ","
                Friemelei
            "
21,"
            Red rose petals in gold
        ",Description,[],"
                        $6.19
                    ","
                Friemelei
            "
22,"
            Red rose petals in gold and heart shape
        ",Description,[],"
                        $4.96
                    ","
                Friemelei
            "
