,name,description,details,price,seller_id
0,"
            8 m ball chain, 2 mm balls, silver, chain, 02930
        ","
                    8 meter ball chain for the production of jewelry.Colour of the chain: silverMetal8 metersDiameter of the balls approx. 2 mmVat. is not expelled as we are small business owners within the meaning of the UStG
","['\n\nHandmade\n', '\n\n\n\nMaterials: Metall\n\n\nRead the full description\n\n\n']","
                        $12.11
                    ","
                FascinumShop
            "
1,"
            chain,76 cm, link chain, necklace, , bronze, 58866
        ","
                    1 chain, bronzeMetalapprox. 76 cmLink: 4 mm x3mmVat. is not expelled as we are small business owners within the meaning of the UStG
",['\n\nHandmade\n'],"
                        $3.04
                    ","
                FascinumShop
            "
2,"
            Necklace, necklace, snake chain, 40 cm, silver plated, carabiner clasp, 02982
        ","
                    Snake chain with carabiner claspColour: silver-plinsedMetal40 cm longVat. is not expelled as we are small business owners within the meaning of the UStG
","['\n\nHandmade\n', '\n\n\n\nMaterials: metall\n\n\nRead the full description\n\n\n']","
                        $3.71
                    ","
                FascinumShop
            "
3,"
            20/30 Piece Pendant Acorns, Nuts, copper colors, silver, charm, charms, jewelry Pendant, Fall
        ","
                    Pendant - CharmsMotif of the pendants: AcornsColour of the Fruits:Copper-0082480-20 UnitsSilver-70979-30 UnitsMetal15 x 10 mmVat. is not expelled as we are small business owners within the meaning of the UStG
                ","['\n\nHandmade\n', '\n\n\n\nMaterials: Metall\n\n\nRead the full description\n\n\n']","
                        $12.42+
                    ","
                FascinumShop
            "
4,"
            10 Miracle beads, beads ,6 mm,brown, magic beads, jewelry beads, 9282-11
        ","
                    10 shimmering Miracle beads in a beautiful bright brown.Miracle beads are very light and shimmer beautifully when light is infell.Acrylic6 mmVat. is not expelled as we are small business owners within the meaning of the UStG
","['\n\nHandmade\n', '\n\n\n\nMaterials: Acryl\n\n\nRead the full description\n\n\n']","
                        $1.37
                    ","
                FascinumShop
            "
5,"
            10 pendants, mushroom, mushrooms, bronze, vintage style, charm, charms, 14794
        ","
                    10 TrailersMotif of the pendants: MushroomsColour of mushrooms: bronzeMetalapprox. 29 mm x 17 mmVat. is not expelled as we are small business owners within the meaning of the UStG
","['\n\nHandmade\n', '\n\n\n\nMaterials: metall\n\n\nRead the full description\n\n\n']","
                        $5.28
                    ","
                FascinumShop
            "
6,"
            10/50 Metal beads, silver, vintage style, round, ornate, 10 mm, pearl, jewelry pearl, 27995
        ","
                    Metal beads with patternColour of pearls: Anticoymonic10 mmFL: 1.4 mmVat. is not expelled as we are small business owners within the meaning of the UStG
","['\n\nHandmade\n', '\n\n\n\nMaterials: metall\n\n\nRead the full description\n\n\n']","
                        $3.04+
                    ","
                FascinumShop
            "
7,"
            Sale! Push button, button, snap button,size L, flowers, instead of 2.49 euros now 0.99 euro
        ","
                    Click-Buton Flowers, Gr.LWith this click button, a leather strap, chain or key chain make your own piece of jewelry, which changes the look depending on your mood, as you can redesign it again and again.Dimensions: 18 mmMetal, Resin, Flowers, GlitterSALE- Sale - this item is taken out of the assortmentinstead of 2.49 euros now 0.99 eurosVat. is not expelled as we are small business owners within the meaning of the UStG
                ","['\n\nHandmade\n', '\n\n\n\nMaterials: Metall, Blüten, Harz, Glitzer\n\n\nRead the full description\n\n\n']","
                        $1.23
                    ","
                FascinumShop
            "
8,"
            Cut-out , muffin, stainless steel, cookies, mould for pastries, baking, moulds,71 x 51 mm
        ","
                    Muffin cookie cutter for kittens, cakes, for clay or polymer clay creationsStainless steel71 x 51 mmVat. is not expelled as we are small business owners within the meaning of the UStG
","['\n\nHandmade\n', '\n\n\n\nMaterials: edelstahl\n\n\nRead the full description\n\n\n']","
                        $4.96
                    ","
                FascinumShop
            "
9,"
            5x XXL pendant, dragonfly, dragonflies, bronze, vintage style, XL, charm, charms , 13109
        ","
                    5 large pendantsMotif of the trailer: DragonflyColour of the dragonfly: bronzeRhinestones can be glued to the body of the trailer for decorationMetalapprox. 42 mm x 73 mmVat. is not expelled as we are small business owners within the meaning of the UStG
","['\n\nHandmade\n', '\n\n\n\nMaterials: metall\n\n\nRead the full description\n\n\n']","
                        $13.36
                    ","
                FascinumShop
            "
10,"
            4 / 30 Cabochons, 13 x 18 mm ,Dragonfly, Dragonflies , Glass Cabochons, Cabochons, Klebesteine,22414
        ","
                    4 or 30 glued glass cabochonsMotif of the cabochons: DragonfliesGlass, photo paperapprox.13 x 18 mmVat. is not expelled as we are small business owners within the meaning of the UStG
","['\n\nHandmade\n', '\n\n\n\nMaterials: Glas, Papier, Kleber\n\n\nRead the full description\n\n\n']","
                        $3.04+
                    ","
                FascinumShop
            "
