,name,description,details,price,seller_id
0,"
            handturned perfect sphere turned from Baytreewood/Laurel and Epoxi, resin, wooden sphere, woodturning
        ","
                    handturned wooden sphere from Laurelwood/Baytree and blue Epoxinice grain and contrast of coloures in a perfectly round shape.one of a kind!diameter: 83 mm
                ","['\n\nHandmade\n', '\n\n\n\nMaterials: Holz, Kunstharz\n\n\nRead the full description\n\n\n', '\nHeight: 87 millimeters\n']","
                        $34.69
                    ","
                HOLZerUndPAPIER
            "
1,"
            Box turned from spalted beechwood and epoxi resin
        ","
                    woodturned box from spalted beech and transparent coloured epoxi resin (red and blue)hight 5,5 cm, diameter 8,5 cm
                ","['\n\nHandmade\n', '\n\nMaterials: Plastic, wood\n']","
                        $28.49
                    ","
                HOLZerUndPAPIER
            "
2,"
            twisted can
        ",Description,[],"
                        $24.78
                    ","
                HOLZerUndPAPIER
            "
3,"
            Pendant from resin with a encasted blossom, epoxi
        ","
                Pendant  from epoxi resin and a encasted blossomwith a black leather cord
            ",['\nHandmade item\n'],"
                        $8.67
                    ","
                HOLZerUndPAPIER
            "
4,"
            Pendant woodturned from a pinecone and resin, wooden ring, epoxi
        ","
                Pendant woodturned from a pinecone and epoxi resin,with a black leather corddiameter 6,5 cm
            ",['\nHandmade item\n'],"
                        $22.30
                    ","
                HOLZerUndPAPIER
            "
5,"
            earrings woodturned from  syringa / lilac , wooden earring, pendant
        ","
                Earrings woodturned from syringa/lilac, wooden earringtwotone, wooden part of the pendant about 25mm
            ",['\nHandmade item\n'],"
                        $18.58
                    ","
                HOLZerUndPAPIER
            "
6,"
            Pendant from resin with a encasted blossom, epoxi
        ","
                Pendant  from epoxi resin and a encasted blossomwith a black leather cord
            ",['\nHandmade item\n'],"
                        $8.67
                    ","
                HOLZerUndPAPIER
            "
7,"
            Pendant woodturned from spalted beech, wooden ring
        ","
                Pendant woodturned from spalted beech, wooden ringwith a black leather corddiameter 5 cm
            ",['\nHandmade item\n'],"
                        $14.87
                    ","
                HOLZerUndPAPIER
            "
8,"
            Pendant from resin with a encasted blossom, epoxi
        ","
                Pendant  from epoxi resin and a encasted blossomwith a black leather cord
            ",['\nHandmade item\n'],"
                        $8.67
                    ","
                HOLZerUndPAPIER
            "
9,"
            large, flat, twisted fruit bowl made of ash wood
        ",Description,[],"
                        $105.30
                    ","
                HOLZerUndPAPIER
            "
10,"
            Pendant from resin with a encasted blossom, epoxi
        ","
                Pendant  from epoxi resin and a encasted blossomwith a black leather cord
            ",['\nHandmade item\n'],"
                        $8.67
                    ","
                HOLZerUndPAPIER
            "
11,"
            Box turned from woodchips and epoxi resin
        ","
                    woodturned box from woodchips and transparent coloured epoxi resin (transparent and blue)hight 5 cm, diameter 8,5 cm
                ","['\n\nHandmade\n', '\n\nMaterials: Plastic, wood\n']","
                        $30.97
                    ","
                HOLZerUndPAPIER
            "
12,"
            Pendant from resin with a small leave, epoxi
        ","
                Pendant  from epoxi resin and a small leavewith a black leather cord
            ",['\nHandmade item\n'],"
                        $8.67
                    ","
                HOLZerUndPAPIER
            "
13,"
            Pendant from resin with a small leave, epoxi
        ","
                Pendant  from epoxi resin and a small leavewith a black leather cord
            ",['\nHandmade item\n'],"
                        $8.67
                    ","
                HOLZerUndPAPIER
            "
14,"
            Pendant from resin with a small leave, epoxi
        ","
                Pendant  from epoxi resin and a small leavewith a black leather cord
            ",['\nHandmade item\n'],"
                        $8.67
                    ","
                HOLZerUndPAPIER
            "
15,"
            Pendant woodturned from beechnuts and resin, wooden ring, epoxi
        ","
                Pendant woodturned from beechnuts and epoxi resin,with a black leather corddiameter 6,5 cm
            ",['\nHandmade item\n'],"
                        $22.30
                    ","
                HOLZerUndPAPIER
            "
16,"
            Pendant from resin with a small leave, epoxi
        ","
                Pendant  from epoxi resin and a small leavewith a black leather cord
            ",['\nHandmade item\n'],"
                        $8.67
                    ","
                HOLZerUndPAPIER
            "
17,"
            Saltshaker, woodturned from Epoxi resin and a pine cone, handturned 
        ",Description,[],"
                        $34.69
                    ","
                HOLZerUndPAPIER
            "
18,"
            Pendant from coloured resin, epoxi
        ","
                Pendant  from epoxi resin,with a black leather cord
            ",['\nHandmade item\n'],"
                        $7.43
                    ","
                HOLZerUndPAPIER
            "
19,"
            Pendant  from coloured epoxi resin
        ","
                Pendant  from epoxi resin,with a black leather cord
            ",['\nHandmade item\n'],"
                        $7.43
                    ","
                HOLZerUndPAPIER
            "
20,"
            Pendant  from coloured epoxi resin
        ","
                Pendant  from epoxi resin,with a black leather cord
            ",['\nHandmade item\n'],"
                        $7.43
                    ","
                HOLZerUndPAPIER
            "
21,"
            Pendant woodturned from a pinecone and resin, wooden ring, epoxi
        ","
                Pendant  from epoxi resin,with a black leather cord
            ",['\nHandmade item\n'],"
                        $7.43
                    ","
                HOLZerUndPAPIER
            "
22,"
            Pendant woodturned from a pinecone and resin, wooden ring, epoxi
        ","
                Pendant woodturned from a pinecone and epoxi resin,with a black leather corddiameter 6,5 cm
            ",['\nHandmade item\n'],"
                        $22.30
                    ","
                HOLZerUndPAPIER
            "
23,"
            Pendant woodturned from beechnuts and resin, wooden ring, epoxi
        ","
                Pendant woodturned from beechnuts and epoxi resin,with a black leather corddiameter 6,5 cm
            ",['\nHandmade item\n'],"
                        $22.30
                    ","
                HOLZerUndPAPIER
            "
24,"
            Pendant woodturned from Tineo, wooden ring
        ","
                Pendant woodturned from Tineo, wooden ringwith a black leather corddiameter 4,5 cm
            ",['\nHandmade item\n'],"
                        $12.39
                    ","
                HOLZerUndPAPIER
            "
25,"
            Crafted pendant with leather strap in plum wood
        ","
                Crafted pendant in plum wood in ringThe pendant comes with a black leather strap.The pendant is about 4mm thick and 6.5 cm in diameter.Both sides are equally finely ground
            ",['\nHandmade item\n'],"
                        $18.58
                    ","
                HOLZerUndPAPIER
            "
26,"
            bowl made from applewood
        ",Description,[],"
                        $68.14
                    ","
                HOLZerUndPAPIER
            "
27,"
            twisted can
        ","
                    Hand-turned tin with lid.The shape is exactly cylindrical, 7.2 cm high and 8.3 cm in diameter.The opening is 4.2 cm in diameter.Unfortunately, I cannot name the wood, but it was in Muttiti's garden.The lid is made of yof with very nice grain.The can is oiled with white poppy oil and therefore food-safe.
                ","['\n\nHandmade\n', '\n\nMaterials: Wood\n']","
                        $24.78
                    ","
                HOLZerUndPAPIER
            "
28,NoneType,NoneType,[],NoneType,NoneType
29,NoneType,NoneType,[],NoneType,NoneType
30,NoneType,NoneType,[],NoneType,NoneType
31,NoneType,NoneType,[],NoneType,NoneType
32,NoneType,NoneType,[],NoneType,NoneType
33,NoneType,NoneType,[],NoneType,NoneType
34,NoneType,NoneType,[],NoneType,NoneType
35,NoneType,NoneType,[],NoneType,NoneType
36,NoneType,NoneType,[],NoneType,NoneType
37,NoneType,NoneType,[],NoneType,NoneType
38,NoneType,NoneType,[],NoneType,NoneType
39,NoneType,NoneType,[],NoneType,NoneType
40,NoneType,NoneType,[],NoneType,NoneType
41,NoneType,NoneType,[],NoneType,NoneType
42,NoneType,NoneType,[],NoneType,NoneType
43,NoneType,NoneType,[],NoneType,NoneType
44,NoneType,NoneType,[],NoneType,NoneType
45,NoneType,NoneType,[],NoneType,NoneType
46,NoneType,NoneType,[],NoneType,NoneType
47,NoneType,NoneType,[],NoneType,NoneType
48,NoneType,NoneType,[],NoneType,NoneType
49,NoneType,NoneType,[],NoneType,NoneType
50,NoneType,NoneType,[],NoneType,NoneType
51,NoneType,NoneType,[],NoneType,NoneType
52,NoneType,NoneType,[],NoneType,NoneType
53,NoneType,NoneType,[],NoneType,NoneType
54,NoneType,NoneType,[],NoneType,NoneType
55,NoneType,NoneType,[],NoneType,NoneType
56,NoneType,NoneType,[],NoneType,NoneType
57,NoneType,NoneType,[],NoneType,NoneType
58,NoneType,NoneType,[],NoneType,NoneType
59,NoneType,NoneType,[],NoneType,NoneType
60,NoneType,NoneType,[],NoneType,NoneType
61,NoneType,NoneType,[],NoneType,NoneType
62,NoneType,NoneType,[],NoneType,NoneType
63,NoneType,NoneType,[],NoneType,NoneType
64,NoneType,NoneType,[],NoneType,NoneType
65,NoneType,NoneType,[],NoneType,NoneType
66,"
            Pendant necklace olive wood and resin homemade handmade resin epoxy wood women ladies jewelry jewelry
        ",Description,[],"
                        $34.69
                    ","
                LaDisDesign
            "
67,"
            Pendant necklace olive wood and resin handmade handmade homemade resin epoxy jewelry jewelry women women men men men unisex
        ",Description,[],"
                        $34.69
                    ","
                LaDisDesign
            "
68,"
            Necklace olive wood resin Handmade handmade homemade from resin epoxy wood jewelry jewelry unisex men mens ladies
        ",Description,[],"
                        $30.97
                    ","
                LaDisDesign
            "
69,"
            Pendant necklace olive wood and resin homemade handmade resin epoxy wood women ladies men men jewelry jewelry jewelry
        ",Description,[],"
                        $34.69
                    ","
                LaDisDesign
            "
70,"
            Pendant necklace olive wood and resin homemade handmade resin epoxy wood women ladies men men jewelry jewelry jewelry
        ",Description,[],"
                        $34.69
                    ","
                LaDisDesign
            "
71,"
            Pendant necklace olive wood and resin homemade handmade resin epoxy wood flower flower women ladies jewelry jewelry
        ",Description,[],"
                        $34.69
                    ","
                LaDisDesign
            "
72,"
            Pendant necklace olive wood and resin homemade handmade resin epoxy wood women ladies men men jewelry jewelry jewelry
        ",Description,[],"
                        $34.69
                    ","
                LaDisDesign
            "
73,"
            Pendant necklace olive wood and resin homemade handmade resin epoxy wood women ladies men men jewelry jewelry jewelry
        ",Description,[],"
                        $34.69
                    ","
                LaDisDesign
            "
74,"
            Necklace olive wood and resin homemade handmade resin epoxy wood women ladies men men jewelry jewelry
        ",Description,[],"
                        $30.97
                    ","
                LaDisDesign
            "
75,"
            Pendant necklace olive wood and resin homemade handmade resin epoxy wood women ladies men men jewelry jewelry jewelry
        ",Description,[],"
                        $34.69
                    ","
                LaDisDesign
            "
76,"
            Pendant necklace olive wood and resin homemade handmade resin epoxy wood women ladies men men jewelry jewelry jewelry
        ",Description,[],"
                        $22.30
                    ","
                LaDisDesign
            "
77,"
            Pendant necklace olive wood and resin homemade handmade resin epoxy wood women ladies men men jewelry jewelry jewelry
        ",Description,[],"
                        $34.69
                    ","
                LaDisDesign
            "
78,"
            Pendant necklace olive wood and resin homemade handmade resin epoxy wood women ladies men men jewelry jewelry jewelry
        ",Description,[],"
                        $34.69
                    ","
                LaDisDesign
            "
79,"
            Pendant necklace olive wood and resin homemade handmade resin epoxy wood women ladies jewelry jewelry
        ",Description,[],"
                        $34.69
                    ","
                LaDisDesign
            "
80,"
            Pendant necklace jewelry handmade handmade women women men men sunisex jewelry resin epoxy
        ","
                Necklace made of olive wood and resinbeautiful grainTransparent resin with red veilTriangular shapePendant fashion jewelrySupplied without chainThese jewels are poured by me, sawn by hand, brought into shape and then hand-sanded and polished. The amount of work from casting to the finished piece of jewellery is about 3 hours.So they are absolutely unique! No piece looks the same as the other.I also like to make an individual set (according to your wishes) with necklace and earrings for you.Please note, however, that due to the curing time and the other effort for this, at least 1.5 weeks are required until shipping.
            ","['\nHandmade item\n', '\nMaterials: Leather\n']","
                        $34.69
                    ","
                LaDisDesign
            "
81,"
            Necklace necklace wood and resin resin epoxy jewelry jewelry unisex surferstyle men menwomen women women olive wood jewelry
        ",Description,[],"
                        $34.69
                    ","
                LaDisDesign
            "
82,"
            Necklace olive wood resin Handmade handmade homemade from resin epoxy wood jewelry jewelry unisex men mens ladies
        ",Description,[],"
                        $30.97
                    ","
                LaDisDesign
            "
83,"
            Necklace olive wood resin handmade handmade from resin resin wood epoxy jewelry jewelry unisex men men ladies women
        ",Description,[],"
                        $34.69
                    ","
                LaDisDesign
            "
84,"
            Necklace wood and resin resin olive wood jewelry men unisex men mens ladies women jeweloxy
        ",Description,[],"
                        $34.69
                    ","
                LaDisDesign
            "
85,"
            Chains pendant forget-my-not in round wooden frame Handmade handmade homemade from resin resin epoxy jewelry jewelry ladies woman
        ",Description,[],"
                        $26.02
                    ","
                LaDisDesign
            "
86,"
            Chains Pendant Wooden Frame with Blue Accents Handmade Handmade Handmade From Resin Resin Epoxy Wood Jewelry Men's Men's Men
        ",Description,[],"
                        $18.58
                    ","
                LaDisDesign
            "
87,"
            Chains pendant triangular wooden frame with blue accents Handmade handmade homemade from resin resin epoxy jewelry jewelry
        ",Description,[],"
                        $17.34
                    ","
                LaDisDesign
            "
88,"
            Chains pendant with wooden frame and blue flower Handmade handmade homemade from resin resin epoxy jewelry jewelry
        ",Description,[],"
                        $17.34
                    ","
                LaDisDesign
            "
89,"
            Chains pendant with silver frame green dill blossom and sapphire blue resin handmade handmade jewelry jewelry
        ",Description,[],"
                        $22.30
                    ","
                LaDisDesign
            "
90,"
            Chains pendant with silver frame and forget-me-not in resin cast Handmade handmade resin epoxy jewelry jewelry
        ",Description,[],"
                        $22.30
                    ","
                LaDisDesign
            "
91,"
            Chains pendant flower love in silvery frame Handmade handmade handmade from resin resin epoxy jewelry jewelry
        ",Description,[],"
                        $22.30
                    ","
                LaDisDesign
            "
92,"
            Chains pendant with silver frame and real flower dyed resin Handmade handmade homemade from epoxy jewelry
        ",Description,[],"
                        $22.30
                    ","
                LaDisDesign
            "
93,"
            Chains pendant with silver frame and real flowers in resin handmade handmade resin epoxy jewelry jewelry
        ",Description,[],"
                        $22.30
                    ","
                LaDisDesign
            "
94,"
            Chains pendant forget-my-not in silver frame with transparent resin handmade handmade epoxy jewelry jewelry
        ",Description,[],"
                        $22.30
                    ","
                LaDisDesign
            "
95,"
            Chains pendant with silver frame and real plant in clear resin Handmade handmade homemade from resin epoxy jewelry jewelry
        ",Description,[],"
                        $22.30
                    ","
                LaDisDesign
            "
96,"
            Chains pendant with silver frame and real flower Handmade handmade homemade from resin resin epoxy jewelry jewelry
        ",Description,[],"
                        $22.30
                    ","
                LaDisDesign
            "
97,"
            Chains pendant black frame with flower Handmade handmade homemade from resin resin epoxy jewelry jewelry
        ",Description,[],"
                        $22.30
                    ","
                LaDisDesign
            "
98,"
            Chains pendant with silver frame and real flower in clear resin Handmade handmade homemade from resin resin epoxy jewelry
        ","
                Beautiful pendant in silver frame with real flower poured into transparent resinSquare shapeThe chain shown is not included in the price. In the shop I have many beautiful chains matching the trailers.
            ","['\nHandmade item\n', '\nMaterials: Plastic\n']","
                        $22.30
                    ","
                LaDisDesign
            "
99,"
            Chains pendant with silver frame and real blouse in resin handmade handmade resin epoxy jewelry jewelry
        ",Description,[],"
                        $22.30
                    ","
                LaDisDesign
            "
100,"
            Chains pendant with silver frame and small fruits in clear resin resin epoxy jewelry jewelry
        ",Description,[],"
                        $22.30
                    ","
                LaDisDesign
            "
101,"
            Chains pendant with silver frame and puff flowers in blue resin Handmade handmade homemade from resin epoxy jewelry jewelry
        ",Description,[],"
                        $22.30
                    ","
                LaDisDesign
            "
102,"
            Chains pendant aluminum frame with real flower in yellow colored resin jewelry
        ",Description,[],"
                        $22.30
                    ","
                LaDisDesign
            "
103,"
            Chains pendant with silver frame and small leaf in red resin Handmade handmade homemade resin epoxy jewelry jewelry
        ",Description,[],"
                        $22.30
                    ","
                LaDisDesign
            "
104,"
            Chains pendant with black frame and real plant in yellow resin Handmade handmade homemade from resin epoxy jewelry jewelry
        ",Description,[],"
                        $22.30
                    ","
                LaDisDesign
            "
105,"
            Ring finger ring statement rings made of resin with dill flower flower Handmade handmade homemade from resin resin epoxy jewelry jewelry
        ",Description,[],"
                        $14.87
                    ","
                LaDisDesign
            "
106,"
            Alcoholink flowers red gold
        ",Description,[],"
                        $43.36
                    ","
                artsarahk1408
            "
107,"
            Fatimahand in epoxy resin, religious decoration
        ",Description,[],"
                        $35.93
                    ","
                artsarahk1408
            "
108,"
            Cup with alcohol colour pink/red/copper
        ",Description,[],"
                        $23.54
                    ","
                artsarahk1408
            "
109,"
            Custom Resin Letter Keychain Made to Order
        ","
                    Individual key chains made of epoxy resin-GOLD models: gold leaf, gold leaf with dots, gold leaf with colourAll with gold ring and chain-SILVER models: silver leaf, silver leaf with dots, silver leaf with colourAll with silver ring and chain-You can choose your letter from the three models shown.Made to orderProduction time: 3-5 business days
                ","['\n\nHandmade\n', '\n\n\n\nMaterials: Gold, Epoxy\n\n\nRead the full description\n\n\n']","
                        $11.15
                    ","
                artsarahk1408
            "
110,"
            Napkin holder made of epoxy resin, geode shape with crystals
        ","
                    Napkin holder made of epoxy resin in blue and silver. Geode shape with crystals on the sides. Approx. 15 cm long, approx. 8 cm wide and approx. 8 cm high.
                ",['\n\nHandmade\n'],"
                        $35.99
                    ","
                artsarahk1408
            "
111,"
            Peel of epoxy resin with crystal surface and stones
        ","
                    Round shell made of epoxy resin. Glittering in gold, black and transparent. The edge is about 2 cm high and wavy. The shell is 19 cm wide. Space for packaged biscuits, keychain, letters, candles and the like. The center and the edge are decorated with crystal stones.Other colors are possible, please write a message!
                ","['\n\nHandmade\n', '\nHeight: 2 centimeters\n', '\nWidth: 19 centimeters\n']","
                        $48.32
                    ","
                artsarahk1408
            "
112,"
            Home sign in wood, wall decoration in pink gold
        ","
                    Large wooden HOME sign. Refined with alcohol ink and sealed with UV spray. Has two notches for hanging on the wall.The golden alcohol ink reflects beautifully when the light is lit.
                ","['\n\nHandmade\n', '\nHeight: 23.5 centimeters\n', '\nWidth: 54.5 centimeters\n', '\nDepth: 1.2 centimeters\n']","
                        $35.99
                    ","
                artsarahk1408
            "
113,"
            Home Decoration Wooden Sign Marine World
        ",Description,[],"
                        $68.14
                    ","
                artsarahk1408
            "
114,"
            Hair clips in set, made of epoxy resin with real flowers and gold leaf
        ","
                    Set of 4 made of handmade hair clips. Made of epoxy resin with real flowers and gold leaf. Perfectly suited as a gift.
                ",['\n\nHandmade\n'],"
                        $28.50
                    ","
                artsarahk1408
            "
115,"
            Silicone mold druzymold crystal mold oval
        ","
                    Silicone mould in oval form, 9 cm wide, 6 cm high. Imprint of real crystals.
                ","['\n\nHandmade\n', '\n\n\n\nMaterials: Silicone\n\n\nRead the full description\n\n\n']","
                        $11.20
                    ","
                artsarahk1408
            "
116,"
            Silicone mold druzymold crystalmold heart
        ",Description,[],"
                        $6.19
                    ","
                artsarahk1408
            "
117,"
            Silicone Mold Druzymold Crystal Mold Heart
        ",Description,[],"
                        $14.90
                    ","
                artsarahk1408
            "
118,"
            Silicone mold crystal mold inlay mold
        ",Description,[],"
                        $35.99
                    ","
                artsarahk1408
            "
