,name,description,details,price,seller_id
0,"
            Tray ""Angel's wing"" epoxy resin
        ","
                    This tray is made from epoxy resin, with a holographic outline of a wing embedded in front of a subtley sparkling white and lavender background. The sides of the tray have a beautiful iridescent sparkling effect. The tray is a nice size to keep jewellery, glasses, pens, or keys in. Could also be used as a small rolling tray.This is a completely handmade item, meaning that there may be some small imperfections - these add to the uniqueness of the product!Thank you so much for visiting my shop and for your interest in these items! If you like what you see here but would be interested in a slightly different variation feel free to send me a message and I can create a custom piece for you.You can also find me on Instagram @galloping_gargoyles_artTikTok @galloping_gargoylesEmail  gallopinggargoylesart [!at] gmail.com
                ","['\n\nHandmade\n', '\nLength: 18 centimeters\n', '\nWidth: 9.6 centimeters\n', '\nHeight: 1.4 centimeters\n']","
                        $23.61
                    ","
                GallopingGargoyles
            "
1,"
            Resin art  trinket tray ""Splash of colour"" ring dish, coaster
        ","
                These little trays are made from epoxy resin, with colourful alcohol ink creating a mesmerizing 3D effect. Each tray is approximately 10cm / 4 inches across, the perfect size to use as a tray for jewellery, your keys, or knick-knacks on your desk!These items are not meant to be used as coasters for hot items. Placing a hot cup on the item will leave a permanent mark.These are completely handmade items, meaning that there may be some small imperfections - these add to the uniqueness of the product!Thank you so much for visiting my shop and for your interest in these items! If you like what you see here but would be interested in a slightly different variation feel free to send me a message and I can create a custom piece for you.You can also find me on Instagram @galloping_gargoyles_artTikTok @galloping_gargoylesEmail  gallopinggargoylesart [!at] gmail.com
            ","['\nHandmade item\n', 'Length: 10 Centimeters; Width: 10 Centimeters', '\nJewelry type: Earrings, Necklace, Pin, Ring, Tie clip, Watch\n']","
                        $11.80
                    ","
                GallopingGargoyles
            "
2,"
            Queer LGBTQ Rainbow keyring
        ","
                    These pendants are all handmade using epoxy resin and alcohol ink. The pendants all have a smooth domed finish on the front (this is not completely shiny, see the provided images) and are flat with sanded edges on the back.These are completely handmade items, meaning that there may be some small imperfections - these add to the uniqueness of the product! For each keyring a close-up image is provided so you can see all the details for yourself.Thank you so much for visiting my shop and for your interest in these items! If you like what you see here but would be interested in a slightly different variation feel free to send me a message and I can create a custom piece for you.You can also find me on Instagram @galloping_gargoyles_artTikTok @galloping_gargoylesEmail  gallopinggargoylesart [!at] gmail.com
                ",['\n\nHandmade\n'],"
                        $8.70
                    ","
                GallopingGargoyles
            "
3,"
            Emerald Green Epoxy Necklace
        ","
                These emerald green pendants are all handmade using epoxy resin and alcohol ink. Since the pendants are made from epoxy the necklaces are very light-weight.These necklaces were created to accompany my collection of emerald green earrings, so be sure to check them out as well!For the necklaces with a black satin cord the length is approximately 52cm / 20.5 inches.For the necklaces with a silver chain the length is approximately 56cm / 22 inches.These are completely handmade items, meaning that there may be some small imperfections - these add to the uniqueness of the product!Thank you so much for visiting my shop and for your interest in these items! If you like what you see here but would be interested in a slightly different variation feel free to send me a message and I can create a custom piece for you.You can also find me on Instagram @galloping_gargoyles_artTikTok @galloping_gargoylesEmail  gallopinggargoylesart [!at] gmail.com
            ","['\nHandmade item\n', '\nStyle: Boho & hippie\n']","
                        $11.80
                    ","
                GallopingGargoyles
            "
4,"
            Emerald Green Epoxy Earrings
        ","
                These emerald green earrings are all handmade using epoxy resin and alcohol ink. The leverback earring hooks are made from high quality silver-plated brass meaning you won't experience any skin reactions wearing these. Since the earrings are made from epoxy they are very light-weight.Every one of these items is completely unique, meaning that the two earrings in each pair are also not completely identical! They are one-of-a kind items and are sure to draw some looks!The total length for each pair is between 2.3 and 3.2 inches (with the exception of number 9, which is 4.7 inches). Here is the total length for each of the pairs in centimeters (numbers shown in the last product picture):1: 7.1cm2: 6.4cm3: 6.5cm4: 7.5cm5: 6.8cm6: 7.2cm7: 7.7cm8: 7cm9: 4.5cm10: 8.1cm11: 7.1cm12: 6.4cmI also created some necklaces to accompany this collection of earrings, so make sure to check those out as well!These are completely handmade items, meaning that there may be some small imperfections - these add to the uniqueness of the product!Thank you so much for visiting my shop and for your interest in these items! If you like what you see here but would be interested in a slightly different variation feel free to send me a message and I can create a custom piece for you.You can also find me on Instagram @galloping_gargoyles_artTikTok @galloping_gargoylesEmail  gallopinggargoylesart [!at] gmail.com
            ","['\nHandmade item\n', '\nLocation: Earlobe\n', '\nClosure: Lever back\n', '\nStyle: Boho & hippie\n']","
                        $16.15
                    ","
                GallopingGargoyles
            "
5,"
            Black and gold tarot card keychain
        ","
                    Each tarot card is approximately 5.4 x 3cm large (2.1 x 1.2 inches)This is a completely handmade item, meaning that there may be some small imperfections - these add to the uniqueness of the product!Thank you so much for visiting my shop and for your interest in these items! If you like what you see here but would be interested in a slightly different variation feel free to send me a message and I can create a custom piece for you.You can also find me on Instagram @galloping_gargoyles_artTikTok @galloping_gargoylesEmail  gallopinggargoylesart [!at] gmail.com
                ",['\n\nHandmade\n'],"
                        $8.01
                    ","
                GallopingGargoyles
            "
6,"
            Anti-patriarchy trinket trays
        ","
                    These little trays are made from epoxy resin, with colourul alcohol ink creating a mesmerizing 3D effect. They all have a super-glossy smooth finish.Each tray  has a subtle message to help you fight the patriarchy embedded in the design (The F word is to help motivate you by appropriately expressing your inner rage).These items are not meant to be used as coasters for hot items. Placing a hot cup on the item will leave a permanent mark.These are completely handmade items, meaning that there may be some small imperfections - these add to the uniqueness of the product!Thank you so much for visiting my shop and for your interest in these items! If you like what you see here but would be interested in a slightly different variation feel free to send me a message and I can create a custom piece for you.You can also find me on Instagram @galloping_gargoyles_artTikTok @galloping_gargoylesEmail  gallopinggargoylesart [!at] gmail.com
                ","['\n\nHandmade\n', '\nLength: 10 centimeters\n', '\nWidth: 10 centimeters\n', '\nHeight: 1.2 centimeters\n']","
                        $19.26
                    ","
                GallopingGargoyles
            "
7,"
            Evening raven coffin jewellery box
        ","
                This box is made completely from epoxy resin with a resin raven skull on the lid.This is a completely handmade item, meaning that there may be some small imperfections - these add to the uniqueness of the product! Specifically for this item there are a number of bubbles on the lid, visible when the box is open and closed. For this reason this item is being offered for a reduced price.Thank you so much for visiting my shop and for your interest in these items! If you like what you see here but would be interested in a slightly different variation feel free to send me a message and I can create a custom piece for you.You can also find me on Instagram @galloping_gargoyles_artTikTok @galloping_gargoylesEmail  gallopinggargoylesart [!at] gmail.com
            ","['\nHandmade item\n', 'Length: 12.4 Centimeters; Width: 7.1 Centimeters; Height: 4.5 Centimeters', '\nJewelry type: Brooch, Earrings, Necklace, Pin, Ring\n']","
                        $17.40
                    ","
                GallopingGargoyles
            "
8,"
            Pearl and Gold orb earrings (925 Sterling Silver)
        ","
                These earrings are made from epoxy resin, the hooks are 925 Sterling Silver.This is a completely handmade item, meaning that there may be some small imperfections - these add to the uniqueness of the product!Thank you so much for visiting my shop and for your interest in these items! If you like what you see here but would be interested in a slightly different variation feel free to send me a message and I can create a custom piece for you.You can also find me on Instagram @galloping_gargoyles_artTikTok @galloping_gargoylesEmail  gallopinggargoylesart [!at] gmail.com
            ","['\nHandmade item\n', 'Length: 4 Centimeters; Drop length: 2 Centimeters; Width: 1.6 Centimeters', '\nMaterials: Plastic, Silver\n', '\nClosure: Ear wire\n', '\nStyle: Minimalist\n', '\nCan be personalized: Yes\n']","
                        $11.86
                    ","
                GallopingGargoyles
            "
9,"
            Sparkling orb earrings (925 Sterling Silver)
        ","
                These earrings are made from epoxy resin, the hooks are 925 Sterling Silver.This is a completely handmade item, meaning that there may be some small imperfections - these add to the uniqueness of the product!Thank you so much for visiting my shop and for your interest in these items! If you like what you see here but would be interested in a slightly different variation feel free to send me a message and I can create a custom piece for you.You can also find me on Instagram @galloping_gargoyles_artTikTok @galloping_gargoylesEmail  gallopinggargoylesart [!at] gmail.com
            ","['\nHandmade item\n', 'Length: 4 Centimeters; Drop length: 2 Centimeters; Width: 1.6 Centimeters', '\nMaterials: Plastic, Silver\n', '\nClosure: Ear wire\n', '\nStyle: Minimalist\n', '\nCan be personalized: Yes\n']","
                        $15.60
                    ","
                GallopingGargoyles
            "
