,name,description,details,price,seller_id
0,"
            Epoxy resin and wood necklace / Oak wood + green epoxy Hand made, recycled wood - one of a kind
        ","
                One of a kind, hand made necklaces out of recycled wood (leftovers from a furniture company) and epoxy.This one is made out of Oak wood combined with green epoxy with stainless steel sneak chain.Dimentions:height- 32 mmwidth- 8mmnecklace legnth- 48cmI start my process by hand picking the wood pieces out of a pile of scraps, from a local german furniture company.Then I break the pieces of wood in a way that shows the most interesting wood reveal to me, pour the epoxy, and start the process of shaping and finishing.
            ","['\nHandmade item\n', 'Necklace length: 48 Centimeters; Pendant height: 32 Millimeters; Pendant width: 8 Millimeters', '\nMaterials: Stainless steel, Wood\n', '\nCan be personalized: No\n']","
                        $39.64
                    ","
                DeanPackerDesign
            "
1,"
            Epoxy resin and wood necklace / African walnut wood + blue epoxy Hand made, recycled wood - one of a kind
        ","
                One of a kind, hand made necklaces out of recycled wood (leftovers from a furniture company) and epoxy.This one is made out of African walnut wood combined with blue epoxy.Dimentions:height- 35 mmwidth- 12mmnecklace legnth- 60cmI start my process by hand picking the wood pieces out of a pile of scraps, from a local german furniture company.Then I break the pieces of wood in a way that shows the most interesting wood reveal to me, pour the epoxy, and start the process of shaping and finishing.
            ","['\nHandmade item\n', 'Necklace length: 60 Centimeters; Pendant height: 35 Millimeters; Pendant width: 12 Millimeters', '\nMaterials: Stainless steel, Wood\n', '\nCan be personalized: No\n']","
                        $39.64
                    ","
                DeanPackerDesign
            "
2,"
            Epoxy resin and wood necklace / Walnut wood + yellow epoxy Hand made, recycled wood - one of a kind
        ","
                One of a kind, hand made necklaces out of recycled wood (leftovers from a furniture company) and epoxy.This one is made out of Walnut wood combined with yellow epoxy.Dimentions:height- 39 mmwidth- 12mmnecklace legnth- 60cmI start my process by hand picking the wood pieces out of a pile of scraps, from a local german furniture company.Then I break the pieces of wood in a way that shows the most interesting wood reveal to me, pour the epoxy, and start the process of shaping and finishing.
            ","['\nHandmade item\n', 'Necklace length: 60 Centimeters; Pendant height: 39 Millimeters; Pendant width: 12 Millimeters', '\nMaterials: Stainless steel, Wood\n', '\nCan be personalized: No\n']","
                        $39.64
                    ","
                DeanPackerDesign
            "
3,"
            Epoxy resin and wood necklace / Cherry wood + blue epoxy Hand made, recycled wood - one of a kind
        ","
                One of a kind, hand made necklaces out of recycled wood (leftovers from a furniture company) and epoxy.This one is made out of Oak wood combined with blue epoxy.Dimentions:height- 34 mmwidth- 12mmnecklace legnth- 60cmI start my process by hand picking the wood pieces out of a pile of scraps, from a local german furniture company.Then I break the pieces of wood in a way that shows the most interesting wood reveal to me, pour the epoxy, and start the process of shaping and finishing.
            ","['\nHandmade item\n', 'Necklace length: 50 Centimeters; Pendant height: 34 Millimeters; Pendant width: 12 Millimeters', '\nMaterials: Stainless steel, Wood\n', '\nCan be personalized: No\n']","
                        $39.64
                    ","
                DeanPackerDesign
            "
4,"
            Epoxy resin and wood necklace / Ash wood + green epoxy Hand made, recycled wood - one of a kind
        ","
                One of a kind, hand made necklaces out of recycled wood (leftovers from a furniture company) and epoxy.This one is made out of Ash wood combined with green epoxy.Dimentions:height- 36 mmwidth- 11mmnecklace legnth- 60cmI start my process by hand picking the wood pieces out of a pile of scraps, from a local german furniture company.Then I break the pieces of wood in a way that shows the most interesting wood reveal to me, pour the epoxy, and start the process of shaping and finishing.
            ","['\nHandmade item\n', 'Necklace length: 60 Centimeters; Pendant height: 36 Millimeters; Pendant width: 11 Millimeters', '\nMaterials: Stainless steel, Wood\n', '\nCan be personalized: No\n']","
                        $39.64
                    ","
                DeanPackerDesign
            "
5,"
            Epoxy resin and wood necklace / African Walnut wood + purple epoxy Hand made, recycled wood - one of a kind
        ","
                One of a kind, hand made necklaces out of recycled wood (leftovers from a furniture company) and epoxy.This one is made out of African Walnut wood combined with purple epoxy.Dimentions:height- 42mmwidth- 10mmnecklace legnth- 60cmI start my process by hand picking the wood pieces out of a pile of scraps, from a local german furniture company.Then I break the pieces of wood in a way that shows the most interesting wood reveal to me, pour the epoxy, and start the process of shaping and finishing.
            ","['\nHandmade item\n', 'Necklace length: 60 Centimeters; Pendant height: 42 Millimeters; Pendant width: 10 Millimeters', '\nMaterials: Stainless steel, Wood\n', '\nCan be personalized: No\n']","
                        $39.64
                    ","
                DeanPackerDesign
            "
6,"
            Epoxy resin and wood necklace / Ash wood + turquoise epoxy Hand made, recycled wood - one of a kind
        ","
                One of a kind, hand made necklaces out of recycled wood (leftovers from a furniture company) and epoxy.This one is made out of Ash wood combined with turquoise epoxy.Dimentions:height- 30mmwidth- 10mmnecklace legnth- 60cmI start my process by hand picking the wood pieces out of a pile of scraps, from a local german furniture company.Then I break the pieces of wood in a way that shows the most interesting wood reveal to me, pour the epoxy, and start the process of shaping and finishing.
            ","['\nHandmade item\n', 'Necklace length: 60 Centimeters; Pendant height: 30 Millimeters; Pendant width: 10 Millimeters', '\nMaterials: Stainless steel, Wood\n', '\nCan be personalized: No\n']","
                        $39.64
                    ","
                DeanPackerDesign
            "
7,"
            Epoxy resin and wood necklace / Sapele wood + green epoxy Hand made, recycled wood - one of a kind
        ","
                One of a kind, hand made necklaces out of recycled wood (leftovers from a furniture company) and epoxy.This one is made out of Sapele wood combined with green epoxy.Dimentions:height- 40mmwidth- 12mmnecklace legnth- 60cmI start my process by hand picking the wood pieces out of a pile of scraps, from a local german furniture company.Then I break the pieces of wood in a way that shows the most interesting wood reveal to me, pour the epoxy, and start the process of shaping and finishing.
            ","['\nHandmade item\n', 'Necklace length: 60 Centimeters; Pendant height: 40 Millimeters; Pendant width: 12 Millimeters', '\nMaterials: Stainless steel, Wood\n', '\nCan be personalized: No\n']","
                        $39.64
                    ","
                DeanPackerDesign
            "
8,"
            Epoxy resin and wood necklace / Oak wood+ purple epoxy Hand made, recycled wood - one of a kind
        ","
                One of a kind, hand made necklaces out of recycled wood (leftovers from a furniture company) and epoxy.This one is made out of Oak wood combined with purple epoxy.Dimentions:height- 36mmwidth- 11mmnecklace legnth- 60cmI start my process by hand picking the wood pieces out of a pile of scraps, from a local german furniture company.Then I break the pieces of wood in a way that shows the most interesting wood reveal to me, pour the epoxy, and start the process of shaping and finishing.
            ","['\nHandmade item\n', 'Necklace length: 60 Centimeters; Pendant height: 36 Millimeters; Pendant width: 11 Millimeters', '\nMaterials: Stainless steel, Wood\n', '\nCan be personalized: No\n']","
                        $39.64
                    ","
                DeanPackerDesign
            "
9,"
            Epoxy resin and wood necklace / Oak wood + red epoxy Hand made, recycled wood - one of a kind
        ","
                One of a kind, hand made necklaces out of recycled wood (leftovers from a furniture company) and epoxy.This one is made out of Oak wood combined with red epoxy.Dimentions:height- 40 mmwidth- 12mmnecklace legnth- 60cmI start my process by hand picking the wood pieces out of a pile of scraps, from a local german furniture company.Then I break the pieces of wood in a way that shows the most interesting wood reveal to me, pour the epoxy, and start the process of shaping and finishing.
            ","['\nHandmade item\n', 'Necklace length: 60 Centimeters; Pendant height: 40 Millimeters; Pendant width: 12 Millimeters', '\nMaterials: Stainless steel, Wood\n', '\nCan be personalized: No\n']","
                        $39.64
                    ","
                DeanPackerDesign
            "
10,"
            Epoxy resin and wood necklace / Verawood+ green epoxy Hand made, recycled wood - one of a kind
        ","
                One of a kind, hand made necklaces out of recycled wood (leftovers from a furniture company) and epoxy.This one is made out of Verawood combined with green epoxy.Dimentions:height- 35mmwidth- 10mmnecklace legnth- 60cmI start my process by hand picking the wood pieces out of a pile of scraps, from a local german furniture company.Then I break the pieces of wood in a way that shows the most interesting wood reveal to me, pour the epoxy, and start the process of shaping and finishing.
            ","['\nHandmade item\n', 'Necklace length: 60 Centimeters; Pendant height: 35 Millimeters; Pendant width: 10 Millimeters', '\nMaterials: Stainless steel, Wood\n', '\nCan be personalized: No\n']","
                        $39.64
                    ","
                DeanPackerDesign
            "
11,"
            Epoxy resin and wood necklace / Sapele wood + red epoxy Hand made, recycled wood - one of a kind
        ","
                One of a kind, hand made necklaces out of recycled wood (leftovers from a furniture company) and epoxy.This one is made out of Sapele wood combined with red epoxy.Dimentions:height- 34mmwidth- 12mmnecklace legnth- 60cmI start my process by hand picking the wood pieces out of a pile of scraps, from a local german furniture company.Then I break the pieces of wood in a way that shows the most interesting wood reveal to me, pour the epoxy, and start the process of shaping and finishing.
            ","['\nHandmade item\n', 'Necklace length: 60 Centimeters; Pendant height: 34 Millimeters; Pendant width: 12 Millimeters', '\nMaterials: Stainless steel, Wood\n', '\nCan be personalized: No\n']","
                        $39.64
                    ","
                DeanPackerDesign
            "
12,"
            Epoxy resin and wood necklace / Ash wood + green epoxy Hand made, recycled wood - one of a kind
        ","
                One of a kind, hand made necklaces out of recycled wood (leftovers from a furniture company) and epoxy.This one is made out of Ash wood combined with green epoxy.Dimentions:height- 35 mmwidth- 14 mmNecklace length - 60 cmI start my process by hand picking the wood pieces out of a pile of scraps, from a local german furniture company.Then I break the pieces of wood in a way that shows the most interesting wood reveal to me, pour the epoxy, and start the process of shaping and finishing.
            ","['\nHandmade item\n', 'Pendant height: 35 Millimeters; Pendant width: 14 Millimeters', '\nMaterials: Stainless steel, Wood\n', '\nCan be personalized: No\n']","
                        $39.64
                    ","
                DeanPackerDesign
            "
13,"
            Epoxy resin and wood necklace / Cherry wood + black epoxy Hand made, recycled wood - one of a kind
        ","
                One of a kind, hand made necklaces out of recycled wood (leftovers from a furniture company) and epoxy.This one is made out of Cherry wood combined with black epoxy.Dimentions:height- 34 mmwidth- 13 mmNecklace length - 60 cmI start my process by hand picking the wood pieces out of a pile of scraps, from a local german furniture company.Then I break the pieces of wood in a way that shows the most interesting wood reveal to me, pour the epoxy, and start the process of shaping and finishing.
            ","['\nHandmade item\n', 'Necklace length: 60 Centimeters; Pendant height: 34 Millimeters; Pendant width: 13 Millimeters', '\nMaterials: Stainless steel, Wood\n', '\nCan be personalized: No\n']","
                        $34.69
                    ","
                DeanPackerDesign
            "
14,"
            Epoxy resin and wood necklace / Ash wood + purple epoxy Hand made, recycled wood - one of a kind
        ","
                One of a kind, hand made necklaces out of recycled wood (leftovers from a furniture company) and epoxy.This one is made out of Ash wood combined with purple epoxy.Dimentions:height- 30mmwidth- 10mmNecklace length - 60 cmI start my process by hand picking the wood pieces out of a pile of scraps, from a local german furniture company.Then I break the pieces of wood in a way that shows the most interesting wood reveal to me, pour the epoxy, and start the process of shaping and finishing.
            ","['\nHandmade item\n', 'Necklace length: 60 Centimeters; Pendant height: 30 Millimeters; Pendant width: 10 Millimeters', '\nMaterials: Stainless steel, Wood\n', '\nCan be personalized: No\n']","
                        $34.69
                    ","
                DeanPackerDesign
            "
15,"
            Epoxy resin and wood necklace / Maple wood + red epoxy Hand made, recycled wood - one of a kind
        ","
                One of a kind, hand made necklaces out of recycled wood (leftovers from a furniture company) and epoxy.This one is made out of Maple wood combined with red epoxy.Dimentions:height- 42 mmwidth- 14mmNecklace length - 60 cmI start my process by hand picking the wood pieces out of a pile of scraps, from a local german furniture company.Then I break the pieces of wood in a way that shows the most interesting wood reveal to me, pour the epoxy, and start the process of shaping and finishing.
            ","['\nHandmade item\n', 'Pendant height: 42 Millimeters; Pendant width: 14 Millimeters', '\nMaterials: Stainless steel, Wood\n', '\nCan be personalized: No\n']","
                        $34.69
                    ","
                DeanPackerDesign
            "
16,"
            Epoxy resin and wood necklace / Ash wood + black epoxy Hand made, recycled wood - one of a kind
        ","
                One of a kind, hand made necklaces out of recycled wood (leftovers from a furniture company) and epoxy.This one is made out of Ash wood combined with black epoxy.Dimentions:height- 46mmwidth- 16mmNecklace length - 60 cmI start my process by hand picking the wood pieces out of a pile of scraps, from a local german furniture company.Then I break the pieces of wood in a way that shows the most interesting wood reveal to me, pour the epoxy, and start the process of shaping and finishing.
            ","['\nHandmade item\n', 'Necklace length: 60 Centimeters; Pendant height: 46 Millimeters; Pendant width: 16 Millimeters', '\nMaterials: Stainless steel, Wood\n', '\nCan be personalized: No\n']","
                        $34.69
                    ","
                DeanPackerDesign
            "
17,"
            Epoxy resin and wood necklace / Oak wood + blue epoxy Hand made, recycled wood - one of a kind
        ","
                One of a kind, hand made necklaces out of recycled wood (leftovers from a furniture company) and epoxy.This one is made out of Oak wood combined with Blue epoxy.Dimentions:height- 31mmwidth- 9mmNecklace length - 50 cmI start my process by hand picking the wood pieces out of a pile of scraps, from a local german furniture company.Then I break the pieces of wood in a way that shows the most interesting wood reveal to me, pour the epoxy, and start the process of shaping and finishing.
            ","['\nHandmade item\n', 'Necklace length: 50 Centimeters; Pendant height: 31 Millimeters; Pendant width: 9 Millimeters', '\nMaterials: Stainless steel, Wood\n', '\nCan be personalized: No\n']","
                        $39.64
                    ","
                DeanPackerDesign
            "
18,"
            Epoxy resin and wood necklace / Ash wood + black and transperant epoxy Hand made, recycled wood - one of a kind
        ","
                One of a kind, hand made necklaces out of recycled wood (leftovers from a furniture company) and epoxy.This one is made out of Ash wood combined with black epoxy.Dimentions:height- 40mmwidth- 15mmnecklace legnth- 60cmI start my process by hand picking the wood pieces out of a pile of scraps, from a local german furniture company.Then I break the pieces of wood in a way that shows the most interesting wood reveal to me, pour the epoxy, and start the process of shaping and finishing.
            ","['\nHandmade item\n', 'Necklace length: 60 Centimeters; Pendant height: 40 Millimeters; Pendant width: 15 Millimeters', '\nMaterials: Stainless steel, Wood\n', '\nCan be personalized: No\n']","
                        $34.69
                    ","
                DeanPackerDesign
            "
19,"
            Keychain in sea style
        ","
                    Keychain made of epoxy resin, in marine optics
                ",['\n\nHandmade\n'],"
                        $9.91
                    ","
                PinkLifestyleKunst
            "
20,"
            Bookmarks made of epoxy resin
        ","
                    Sell here handmade bookmarks in different sizes and colors, on resin
                ",['\n\nHandmade\n'],"
                        $7.43+
                    ","
                PinkLifestyleKunst
            "
21,"
            Resin Art Coasters in Sea Style
        ","
                    Sell here my homemade resin coaster, in sea optics
                ",['\n\nHandmade\n'],"
                        $11.15
                    ","
                PinkLifestyleKunst
            "
22,"
            Handmade Keychain
        ","
                    Handmade keychain on epoxy resin with purple hearts. 💜
                ",['\n\nHandmade\n'],"
                        $7.43
                    ","
                PinkLifestyleKunst
            "
23,"
            Coasters made of resin with hearts
        ","
                    Sell this coaster he is handmade from epoxy resin with purple hearts
                ",['\n\nHandmade\n'],"
                        $12.39
                    ","
                PinkLifestyleKunst
            "
24,"
            Keychain made of epoxy resin
        ","
                    Sell various keychains made of epoxy resin, personalized on request and look forward to color selection, all letters from A to Z
                ",['\n\nHandmade\n'],"
                        $7.43
                    ","
                PinkLifestyleKunst
            "
25,"
            resin pendant - dry flowers ᴖᴥᴖ
        ",Description,[],"
                        $6.19
                    ","
                goldensasin
            "
26,"
            resin pendant - dry flowers ᴖᴥᴖ
        ",Description,[],"
                        $6.19
                    ","
                goldensasin
            "
27,"
            resin pendant - pink feather ᴖᴥᴖ
        ","
                trailer made of resin
            ","['\nHandmade item\n', '\nMaterials: Resin\n']","
                        $6.19
                    ","
                goldensasin
            "
28,"
            resin pendant - dollar bill ʕ-ᴥ
        ",Description,[],"
                        $7.43
                    ","
                goldensasin
            "
