,name,description,details,price,seller_id
0,"
            Pendant woodturned from beechnuts and resin, wooden ring, epoxi
        ","
                Pendant woodturned from beechnuts and epoxi resin,with a black leather corddiameter 6,5 cm
            ",['\nHandmade item\n'],"
                        $22.30
                    ","
                HOLZerUndPAPIER
            "
1,"
            Pendant woodturned from Tineo, wooden ring
        ","
                Pendant woodturned from Tineo, wooden ringwith a black leather corddiameter 4,5 cm
            ",['\nHandmade item\n'],"
                        $12.39
                    ","
                HOLZerUndPAPIER
            "
2,"
            Crafted pendant with leather strap in plum wood
        ","
                Crafted pendant in plum wood in ringThe pendant comes with a black leather strap.The pendant is about 4mm thick and 6.5 cm in diameter.Both sides are equally finely ground
            ",['\nHandmade item\n'],"
                        $18.58
                    ","
                HOLZerUndPAPIER
            "
3,"
            bowl made from applewood
        ","
                    Bowl turned from elmwood.very nice coloures and pattern.9 cm high and 24 cm in diameterfoodsave finsh made from different oils
                ",['\n\nHandmade\n'],"
                        $68.14
                    ","
                HOLZerUndPAPIER
            "
4,"
            twisted can
        ","
                    Hand-turned tin with lid.The shape is exactly cylindrical, 7.2 cm high and 8.3 cm in diameter.The opening is 4.2 cm in diameter.Unfortunately, I cannot name the wood, but it was in Muttiti's garden.The lid is made of yof with very nice grain.The can is oiled with white poppy oil and therefore food-safe.
                ","['\n\nHandmade\n', '\n\nMaterials: Wood\n']","
                        $24.78
                    ","
                HOLZerUndPAPIER
            "
5,"
            Wall clock beach gold turquoise round wood epoxy resin with clockwork 25.5cm - unique piece
        ","
                    Wall clock made of wood with golden frame and black minute and hour hands, second hand gold-colored On request, the hand colors can also be changedDesign: Beach with real sand, gravel and starfish Sea with waves of epoxy resin  High gloss finsihShape: round Diameter: 25.5cm Equipped with radio controlled clockwork, so that you do not have to change the clockPowered by an AA battery (included in package)
                ","['\n\nHandmade\n', '\n\n\n\nMaterials: Holz, Epoxidharz, Uhrwerk, Batterie\n\n\nRead the full description\n\n\n']","
                        $60.70
                    ","
                Wavelry
            "
6,"
            stainless steel chain rosegold dandelion medallion - high-quality materials - Floating Charm
        ","
                Stainless steel chain twisted 45cm with glass medallion, which contains seeds of real dandelions.The seeds were collected by myself during spring. color: rose goldBoth pendant and chain are made of real stainless steel, so they won't tarnish and are of high quality.The material is satined, polished, anti-allergenic and stainless. The pendant can be opened by unscrewing and the contents can be replaced.  Wearable on both sides, because one side is satin finish and the other one is shiny. A real lucky charm for all situations in life. If a gift bag is needed, please order the velvet bag herehttps://www.etsy.com/de/listing/895614114/personalisierbare-geschenkverpackung- ideal as an individual gift with name or slogan print.
            ","['\nHandmade item\n', 'Necklace length: 45 Centimeters; Locket height: 30 Centimeters; Locket width: 30 Centimeters', '\nMaterials: Stainless steel\n', '\nCan be personalized: Yes\n']","
                        $28.48
                    ","
                Wavelry
            "
7,"
            Necklace with beach pendant - maritime necklace sea waves glitter epoxy resin
        ","
                A necklace inspired by nature Handcrafted unique piece with real sand made of turquoise colored epoxy resin with glitter particles that glitter beautifully like the sea in the sun Length of the chain can be determined individually, simply specify it when ordering by message or choose from the personalization option. Standard length: 45cm suede strap (imitation leather) If a gift wrap is desired, please order the velvet pouch here https://www.etsy.com/de/listing/895614114/personalisierbare-geschenkverpackung - ideal as an individual gift with a name or slogan printed on it.
            ","['\nHandmade item\n', '\nMaterials: Faux leather\n', '\nClosure: Lobster claw\n', '\nChain style: Rope\n', '\nCan be personalized: Yes\n']","
                        $16.09
                    ","
                Wavelry
            "
8,"
            Chain with glass medallion with real dyed starfish in sand - Floating Charm pendant with chain - Unique
        ","
                Necklace with glass medallion with real, colored starfish, bedded on soft fine-grained sand.The necklace is a blue synthetic leather strap with a length of approx. 45 cm, but other lengths are also possible on request.Unique ****A real lucky charm for everyone who loves the sea - whether surfer, water rat, globetrotter,..An ideal gift for your birthday, Christmas, Santa Claus or just something to surprise someone with love.If a gift pack is desired, please order the velvet bag herehttps://www.etsy.com/de/listing/895614114/personalisierbare-geschenkverpackung- ideal as an individual gift with a name or phrase.
            ","['\nHandmade item\n', 'Necklace length: 45 Centimeters', '\nMaterials: Glass\n', '\nClosure: Lobster claw\n', '\nChain style: Rope\n', '\nAdjustable length: No\n', '\nCan be personalized: No\n']","
                        $24.76
                    ","
                Wavelry
            "
9,"
            Personalizable gift wrap jewelry velour pouch velvet pouch - multiple colors
        ","
                    Velvet/velour gift bag Colors: turquoise, white, pink, black Size: 8,5cm x 7cm With drawstring in matching color Can be personalized with up to 30 characters
                ","['\n\nHandmade\n', '\n\n\n\nMaterials: Stoff\n\n\nRead the full description\n\n\n']","
                        $5.57
                    ","
                Wavelry
            "
