,name,description,details,price,seller_id
0,"
            Resin Chain
        ",Description,[],"
                        $18.64
                    ","
                NGArtsDesign
            "
1,"
            Resin chain pendant turquoise with glitter effect
        ",Description,[],"
                        $18.64
                    ","
                NGArtsDesign
            "
2,"
            Resin chain pendant with imitation leather necklace
        ","
                Resin chain pendant semicircularwith additional side jewelry pendant ""made with love"" in heart shapeMain color pink, /+ violet + whitewith black imitation leather chain straps
            ","['\nHandmade item\n', 'Necklace length: 47.5 Centimeters']","
                        $14.91
                    ","
                NGArtsDesign
            "
3,"
            Resin chain pendant with imitation leather chain straps
        ","
                Resin chain pendant semi-circular 1.7 cm in the colours violet, old pink, whiteLeather imitation chain strap WhiteSmall pendant in the shape of a feather 3 cm in silver color
            ","['\nHandmade item\n', 'Necklace length: 47.5 Centimeters']","
                        $14.91
                    ","
                NGArtsDesign
            "
4,"
            Antique oval bowl ""Indian blue"" - Meissen
        ","
                    Antique oval shell, ribbed surface in the décor ""Indian blue"" from the manufactory Meissen. Minimal glaze cracks, slight fire fault. Origin around 1880width 17 cm
                ",['\n\nVintage from the 19th century\n'],"
                        $55.91
                    ","
                HanamiSchmuck
            "
5,"
            Pendant - Amber in synthetic resin
        ","
                Pendant - 3 pieces of amber cast in synthetic resin with delicate glitter, In a wooden frame with silver-coloured eyelet
            ","['\nHandmade item\n', 'Pendant height: 40 Millimeters; Pendant width: 40 Millimeters', '\nCan be personalized: No\n']","
                        $7.33
                    ","
                HanamiSchmuck
            "
6,"
            Long old cultured pearl chain
        ","
                150 cm long knotted pearl necklace with 10 mm beads, beautifully preserved chandelier, plug-in clasp with half pearl
            ","['Vintage item', '\nVintage from the 1960s\n', 'Necklace length: 150 Centimeters', '\nMaterials: Pearl & shell\n', '\nGemstone: Pearl\n', '\nChain style: Bead\n', '\nAdjustable length: No\n', '\nCan be personalized: No\n']","
                        $23.61
                    ","
                HanamiSchmuck
            "
7,"
            925 Silver Bracelet from Thailand
        ","
                Bracelet made of 12 links, 925 silver with enamel, plug-in buckle
            ","['Vintage item', '\nVintage from the 1990s\n', 'Length: 20 Centimeters', '\nMaterials: Silver\n']","
                        $18.64
                    ","
                HanamiSchmuck
            "
8,"
            Earrings with ambers
        ","
                Earrings with 3 different ambers
            ","['Vintage item', '\nVintage from the 1990s\n', 'Length: 45 Millimeters', '\nLocation: Earlobe\n', '\nCan be personalized: No\n']","
                        $6.09
                    ","
                HanamiSchmuck
            "
9,"
            Earrings ""Tiger Eye""
        ","
                Long earrings with a 15 mm tiger eye ball
            ","['Vintage item', '\nVintage from the 1990s\n', 'Length: 42 Millimeters', '\nLocation: Earlobe\n', '\nCan be personalized: No\n']","
                        $7.33
                    ","
                HanamiSchmuck
            "
10,"
            Pretty Ring - 925 Silver - 18 mm
        ","
                Pretty ring in 925 sterling silver, ring size 18 mm
            ","['Vintage item', '\nVintage from the 1990s\n', '\nMaterials: Silver\n', '\nRaw stone: No\n', '\nBand color: Silver\n']","
                        $9.32
                    ","
                HanamiSchmuck
            "
11,"
            Red chain made of Murano beads
        ","
                Necklace of red Murano beads, partly decorated in colour
            ","['Vintage item', '\nVintage from the 1990s\n', 'Pendant height: 36 Centimeters', '\nMaterials: Glass\n', '\nChain style: Bead\n', '\nAdjustable length: Yes\n', '\nCan be personalized: No\n']","
                        $11.80
                    ","
                HanamiSchmuck
            "
12,"
            Noble Pearl Necklace + Bracelet
        ","
                Fine knotted cultured pearl necklace with plug-in clasp, with a matching bracelet. Bead size 6 mm
            ","['Vintage item', '\nVintage from the 1990s\n', 'Necklace length: 38 Centimeters', '\nMaterials: Pearl & shell\n', '\nGemstone: Pearl\n', '\nChain style: Bead\n', '\nAdjustable length: No\n', '\nCan be personalized: No\n']","
                        $15.53
                    ","
                HanamiSchmuck
            "
13,"
            Fine pearl necklace
        ","
                Chain of small wax beads on curved tubes with ball ends.
            ","['Vintage item', '\nVintage\n', 'Necklace length: 40 Centimeters', '\nChain style: Bead\n', '\nAdjustable length: Yes\n', '\nCan be personalized: No\n']","
                        $6.09
                    ","
                HanamiSchmuck
            "
14,"
            Elastic bracelet made of Silverfoil glass beads
        ","
                Bracelet, elastic made of large siverfoil glass beads, loosely wound
            ","['\nHandmade item\n', 'Bracelet length: 19 Centimeters; Bracelet width: 30 Millimeters', '\nMaterials: Glass\n', '\nAdjustable: No\n', '\nCan be personalized: No\n']","
                        $7.33
                    ","
                HanamiSchmuck
            "
15,"
            Funny colorful glass bead necklace
        ","
                Jokes necklace made of all different colorful glass beads
            ","['\nHandmade item\n', '\nMaterials: Glass\n', '\nChain style: Bead\n', '\nAdjustable length: No\n', '\nCan be personalized: No\n']","
                        $12.30
                    ","
                HanamiSchmuck
            "
16,"
            Silver Plate collier
        ","
                Silver-coloured chain of tubes and plates
            ","['Vintage item', '\nVintage\n', 'Necklace length: 42 Centimeters', '\nChain style: Bead\n', '\nAdjustable length: Yes\n', '\nCan be personalized: No\n']","
                        $7.33
                    ","
                HanamiSchmuck
            "
17,"
            Brooch ""Loop""
        ","
                Brooch in the form of a loop
            ","['Vintage item', '\nVintage from the 1990s\n', 'Length: 40 Millimeters; Width: 45 Millimeters', '\nCan be personalized: No\n']","
                        $4.85
                    ","
                HanamiSchmuck
            "
18,"
            Fine rhinestone bracelet
        ","
                Fine bracelet made of clear and light green street lements
            ","['Vintage item', '\nVintage from the 1990s\n', 'Bracelet length: 19 Centimeters; Bracelet width: 6 Millimeters', '\nMaterials: Glass\n', '\nAdjustable: Yes\n', '\nCan be personalized: No\n']","
                        $6.09
                    ","
                HanamiSchmuck
            "
19,"
            Bracelet with turquoise and tiger eye
        ","
                Bracelet made of various beads: turquoise in chips, tiger eye in chips and beads, copper roncailles and blue glass beads
            ","['\nHandmade item\n', 'Bracelet length: 19 Centimeters', '\nAdjustable: No\n']","
                        $6.09
                    ","
                HanamiSchmuck
            "
20,"
            Dream piece - brooch made of tulle flowers
        ","
                Brooch of tulle and satin roses, lace and small pearls on faux leather
            ","['\nHandmade item\n', 'Length: 80 Millimeters; Width: 80 Millimeters', '\nStyle: Victorian\n', '\nCan be personalized: No\n']","
                        $15.53
                    ","
                HanamiSchmuck
            "
21,"
            Large brooch with gemme
        ","
                Gemme made of artificial stone, framed in a gold-coloured version
            ","['Vintage item', '\nVintage from the 1970s\n', 'Length: 45 Millimeters; Width: 35 Millimeters', '\nCan be personalized: No\n']","
                        $7.33
                    ","
                HanamiSchmuck
            "
22,"
            Magnificent Rhine Brooch
        ","
                Magnificent brooch with many glittering rhinestones
            ","['Vintage item', '\nVintage from the 1990s\n', 'Length: 40 Millimeters; Width: 50 Millimeters', '\nMaterials: Glass\n', '\nCan be personalized: No\n']","
                        $7.33
                    ","
                HanamiSchmuck
            "
23,"
            Fine little coral chain
        ","
                Small fine coral chain made of 2 mm - 5 mm coral beads.
            ","['Vintage item', '\nVintage from the 1930s\n', 'Necklace length: 30 Centimeters', '\nGemstone: Coral\n', '\nChain style: Bead\n', '\nAdjustable length: No\n', '\nCan be personalized: No\n']","
                        $15.53
                    ","
                HanamiSchmuck
            "
24,"
            Old turquoise glass bead necklace
        ","
                Necklace of irregular turquoise beads, partly with pearl caps, in between transparent oval beads and turquoise and bright grimates beads. Connected to brass eyelets
            ","['Vintage item', '\nVintage from the 1960s\n', 'Necklace length: 46 Centimeters', '\nMaterials: Glass\n', '\nChain style: Bead\n', '\nAdjustable length: No\n', '\nCan be personalized: No\n']","
                        $6.09
                    ","
                HanamiSchmuck
            "
25,"
            Romantic Necklace
        ","
                Romantic necklace with light green rhinestones and pink butterflies. The lower part is worked as a trailer. The color of the chain is old gold
            ","['Vintage item', '\nVintage from the 1990s\n', 'Necklace length: 46 Centimeters', '\nMaterials: Glass\n', '\nAdjustable length: Yes\n', '\nCan be personalized: No\n']","
                        $6.09
                    ","
                HanamiSchmuck
            "
26,"
            Old glass bead necklace
        ","
                Old necklace made of different glass beads, partly with pearl caps. The beads are connected on brass rods, by eyelets
            ","['Vintage item', '\nVintage from the 1950s\n', 'Necklace length: 96 Centimeters', '\nMaterials: Glass\n', '\nChain style: Bead\n', '\nAdjustable length: No\n', '\nCan be personalized: No\n']","
                        $8.57
                    ","
                HanamiSchmuck
            "
27,"
            Long chain with colorful shell pieces - Boho
        ","
                Colorful necklace of small colorful shell pieces and small glass beads, in between cotton
            ","['Vintage item', '\nVintage from the 1970s\n', 'Necklace length: 160 Centimeters', '\nMaterials: Shell\n', '\nAdjustable length: Yes\n', '\nStyle: Boho & hippie\n', '\nCan be personalized: No\n']","
                        $7.33
                    ","
                HanamiSchmuck
            "
28,"
            Extra long necklace with interesting beads
        ","
                150 cm long chain of green and pink wax pearl, framed glass beads and filigree beads, combined with chain pieces in old gold. Without closure
            ","['Vintage item', '\nVintage from the 1970s\n', 'Necklace length: 150 Centimeters', '\nChain style: Bead\n', '\nAdjustable length: No\n', '\nCan be personalized: No\n']","
                        $7.33
                    ","
                HanamiSchmuck
            "
29,"
            Brooch ""Cherries""
        ","
                Brooch in the form of 1 pair of cherries. Silver-coloured metal with paint coating
            ","['Vintage item', '\nVintage from the 1980s\n', 'Length: 42 Millimeters; Width: 40 Millimeters', '\nCan be personalized: No\n']","
                        $4.85
                    ","
                HanamiSchmuck
            "
30,"
            Antikstyle brooch ""Butterfly""
        ","
                Brooch in the shape of an antique-style butterfly and studded with colorful rhinestones
            ","['Vintage item', '\nVintage from the 1970s\n', 'Length: 30 Millimeters; Width: 50 Millimeters', '\nCan be personalized: No\n']","
                        $6.09
                    ","
                HanamiSchmuck
            "
