,name,description,details,price,seller_id
0,"
            Pendant from resin with a encasted blossom, epoxi
        ","
                Pendant  from epoxi resin and a encasted blossomwith a black leather cord
            ",['\nHandmade item\n'],"
                        $8.70
                    ","
                HOLZerUndPAPIER
            "
1,"
            big bowl made from Beechwood
        ","
                    Bowl turned from beechwood.very nice coloures and pattern.8 cm high and near 32 cm in diameterfoodsave finsh made from different oilscan be used for salad etc
                ",['\n\nHandmade\n'],"
                        $99.39
                    ","
                HOLZerUndPAPIER
            "
2,"
            bowl made from elmwood
        ","
                    Bowl turned from elmwood.very nice coloures and pattern.12,5 cm high and 32 cm in diameterfoodsave finsh made from different oils
                ",['\n\nHandmade\n'],"
                        $142.87
                    ","
                HOLZerUndPAPIER
            "
3,"
            big bowl made from Beechwood
        ","
                    Bowl turned from beechwood.very nice coloures and pattern.8 cm high and near 32 cm in diameterfoodsave finsh made from different oilscan be used for salad etc
                ",['\n\nHandmade\n'],"
                        $99.39
                    ","
                HOLZerUndPAPIER
            "
4,"
            bowl made from cherrywood
        ","
                    Bowl turned from cherrywood.very nice coloures and pattern.9,5 cm high and near 29 cm in diameterfoodsave finsh made from different oilscan be used for salad etc
                ",['\n\nHandmade\n'],"
                        $99.39
                    ","
                HOLZerUndPAPIER
            "
5,"
            handturned perfect sphere turned from spalted apple wood, wooden sphere, woodturning
        ","
                    handturned wooden sphere from spalted apple woodincomplete shape acording to the used material. See the pictures ;-)one of a kind!diameter: 120 mm
                ","['\n\nHandmade\n', '\n\n\n\nMaterials: Holz\n\n\nRead the full description\n\n\n', '\nHeight: 120 millimeters\n']","
                        $24.85
                    ","
                HOLZerUndPAPIER
            "
6,"
            bowl made from Beechwood
        ","
                    Bowl turned from beechwood.very nice coloures and pattern.12 cm high and near 20 cm in diameterfoodsave finsh made from different oilscan be used for salad etc
                ",['\n\nHandmade\n'],"
                        $74.54
                    ","
                HOLZerUndPAPIER
            "
7,"
            handturned perfect sphere turned from apple wood, wooden sphere, woodturning
        ","
                    big handturned wooden sphere from apple woodnice grain and awsome coloure in a perfect round shape.one of a kind!diameter: 175 mm
                ","['\n\nHandmade\n', '\n\n\n\nMaterials: Holz\n\n\nRead the full description\n\n\n', '\nHeight: 175 millimeters\n']","
                        $55.91
                    ","
                HOLZerUndPAPIER
            "
8,"
            Hand-drenched salt shaker made of blood plum and beech
        ","
                    Hand-drenched salt shaker made of beech and blood plum above.very nice and high-contrastcan be filled from below and can be closed by means of a plug consisting of beech with a silicone lip and a metal disc.Four scattering holes.Oiled surface (white poppy oil)Height 9.5 cmDiameter 6 cmShape cylindrical
                ",['\n\nHandmade\n'],"
                        $18.64
                    ","
                HOLZerUndPAPIER
            "
9,"
            woodturned box from applewood with bark
        ","
                    woodturned box from applewood with bark
                ","['\n\nHandmade\n', '\n\nMaterials: Wood\n', '\nHeight: 12 centimeters\n', '\nWidth: 6 centimeters\n']","
                        $18.64
                    ","
                HOLZerUndPAPIER
            "
